ID,Experience/Team_Size,Technical_Skills,Programming_Languages,Role,Project_Description,Availability/Project_Duration,Communication_Tools,Work_Preference,Certifications,Languages,Industry
TL05116,9,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Company Project,Part-Time,Microsoft Teams,Waterfall,AWS Certified,Korean,Education
TL05117,11,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,Mobile app,Freelancer,Slack,Waterfall,AWS Certified,Korean,Healthcare
TL05120,14,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,E-commerce platform,Part-Time,Microsoft Teams,Agile,AWS Certified,English,Education
TL05124,3,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,E-commerce platform,Freelancer,Zoom,Waterfall,AWS Certified,Korean,Technology
TL05126,8,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,E-commerce platform,Freelancer,Microsoft Teams,Waterfall,AWS Certified,English,Healthcare
TL05128,14,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Open Source Contribution,Freelancer,Zoom,Agile,,Korean,Healthcare
TL05141,15,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,E-commerce platform,Full-Time,Zoom,Waterfall,PMP,Korean,Healthcare
TL05146,5,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Open Source Contribution,Freelancer,Microsoft Teams,Agile,AWS Certified,English,Education
TL05147,3,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Open Source Contribution,Full-Time,Slack,Agile,AWS Certified,English,Finance
TL05151,14,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Company Project,Full-Time,Microsoft Teams,Waterfall,AWS Certified,English,Healthcare
TL05153,15,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,E-commerce platform,Long-Term,Microsoft Teams,Agile,PMP,English,Technology
TL05154,13,"Java, Spring, Node.js, MySQL","Java, MySQL",Data Science - Backend Developer,Mobile app,Long-Term,Slack,Waterfall,PMP,English,Education
TL05155,9,"Java, Spring, Node.js, MySQL","Java, MySQL",Web Development - Backend Developer,Open Source Contribution,Full-Time,Slack,Waterfall,,English,Finance
TL05156,7,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Open Source Contribution,Freelancer,Zoom,Agile,,Korean,Finance
TL05158,11,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Open Source Contribution,Part-Time,Microsoft Teams,Agile,,English,Healthcare
TL05162,6,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Open Source Contribution,Long-Term,Zoom,Waterfall,AWS Certified,English,Education
TL05164,7,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Mobile app,Long-Term,Zoom,Waterfall,PMP,Korean,Technology
TL05166,2,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Mobile app,Full-Time,Microsoft Teams,Agile,PMP,English,Healthcare
TL05169,5,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development - Web Development - Data Engineer,Mobile app,Freelancer,Zoom,Waterfall,AWS Certified,English,Finance
TL05171,7,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,Company Project,Freelancer,Slack,Waterfall,AWS Certified,Korean,Education
TL05174,14,"Java, Spring, Node.js, MySQL","Java, MySQL",Web Development - Backend Developer,Mobile app,Short-Term,Microsoft Teams,Waterfall,,English,Technology
TL05178,4,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Open Source Contribution,Short-Term,Slack,Waterfall,PMP,English,Education
TL05181,11,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development - Web Development - Data Engineer,Mobile app,Full-Time,Zoom,Agile,PMP,Korean,Finance
TL05183,13,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Data Science - Frontend Developer,Open Source Contribution,Mid-Term,Zoom,Agile,AWS Certified,English,Education
TL05185,6,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Cloud infrastructure,Full-Time,Microsoft Teams,Waterfall,PMP,Korean,Education
TL05186,14,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development - Web Development - Data Engineer,Mobile app,Mid-Term,Microsoft Teams,Waterfall,AWS Certified,English,Healthcare
TL05196,12,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",Web Development - DevOps Engineer,Open Source Contribution,Part-Time,Microsoft Teams,Agile,AWS Certified,Korean,Healthcare
TL05200,1,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,Mobile app,Full-Time,Zoom,Agile,PMP,English,Finance
TL05204,6,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,Mobile app,Full-Time,Microsoft Teams,Waterfall,AWS Certified,English,Education
TL05205,14,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development - Web Development - Data Engineer,Company Project,Freelancer,Zoom,Waterfall,PMP,English,Technology
TL05208,10,"Java, Spring, Node.js, MySQL","Java, MySQL",Data Science - Backend Developer,Open Source Contribution,Long-Term,Slack,Agile,AWS Certified,English,Finance
TL05217,1,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Company Project,Freelancer,Microsoft Teams,Waterfall,PMP,Korean,Education
TL05223,8,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Cloud infrastructure,Long-Term,Microsoft Teams,Agile,AWS Certified,English,Education
TL05226,2,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Open Source Contribution,Part-Time,Slack,Waterfall,AWS Certified,English,Finance
TL05230,14,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,Cloud infrastructure,Short-Term,Slack,Agile,AWS Certified,English,Technology
TL05233,3,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development - Web Development - Data Engineer,Open Source Contribution,Long-Term,Zoom,Waterfall,,English,Education
TL05234,9,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Company Project,Short-Term,Zoom,Waterfall,,English,Finance
TL05235,5,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Mobile app,Part-Time,Microsoft Teams,Waterfall,AWS Certified,Korean,Finance
TL05237,10,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,Mobile app,Full-Time,Microsoft Teams,Waterfall,PMP,English,Healthcare
TL05240,1,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development - Web Development - Data Engineer,Open Source Contribution,Part-Time,Slack,Waterfall,,English,Education
TL05246,9,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Company Project,Short-Term,Zoom,Waterfall,AWS Certified,English,Healthcare
TL05248,11,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,E-commerce platform,Freelancer,Slack,Agile,AWS Certified,English,Education
TL05251,11,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Cloud infrastructure,Short-Term,Slack,Agile,PMP,English,Technology
TL05253,11,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Cloud infrastructure,Long-Term,Zoom,Waterfall,AWS Certified,English,Healthcare
TL05254,8,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development - Web Development - Data Engineer,E-commerce platform,Short-Term,Zoom,Waterfall,,English,Education
TL05256,10,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,Cloud infrastructure,Long-Term,Microsoft Teams,Waterfall,PMP,English,Finance
TL05262,13,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,Company Project,Short-Term,Zoom,Agile,PMP,English,Healthcare
TL05266,15,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development - Web Development - Data Engineer,E-commerce platform,Part-Time,Microsoft Teams,Waterfall,PMP,English,Finance
TL05268,6,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,E-commerce platform,Part-Time,Microsoft Teams,Agile,AWS Certified,English,Finance
TL05272,11,"Java, Spring, Node.js, MySQL","Java, MySQL",Data Science - Backend Developer,Mobile app,Freelancer,Slack,Agile,PMP,Korean,Healthcare
TL05276,8,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,E-commerce platform,Mid-Term,Zoom,Agile,,English,Education
TL05287,5,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,E-commerce platform,Freelancer,Slack,Waterfall,PMP,English,Technology
TL05289,12,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,E-commerce platform,Mid-Term,Zoom,Waterfall,,English,Education
TL05298,4,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Mobile app,Mid-Term,Slack,Agile,,English,Healthcare
TL05299,2,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development - Web Development - Data Engineer,Company Project,Freelancer,Slack,Waterfall,,English,Healthcare
TL05303,14,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,Mobile app,Short-Term,Microsoft Teams,Waterfall,,English,Technology
TL05305,7,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",Web Development - DevOps Engineer,Company Project,Short-Term,Microsoft Teams,Agile,PMP,English,Technology
TL05307,7,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Company Project,Long-Term,Microsoft Teams,Waterfall,,English,Education
TL05308,2,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development - Web Development - Data Engineer,Cloud infrastructure,Full-Time,Zoom,Agile,PMP,English,Technology
TL05309,3,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,E-commerce platform,Long-Term,Slack,Agile,PMP,English,Healthcare
TL05311,11,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Open Source Contribution,Full-Time,Microsoft Teams,Agile,,English,Healthcare
TL05314,12,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Open Source Contribution,Freelancer,Slack,Waterfall,PMP,English,Healthcare
TL05316,11,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development - Web Development - Data Engineer,Open Source Contribution,Long-Term,Slack,Agile,,English,Healthcare
TL05320,10,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Mobile app,Full-Time,Microsoft Teams,Waterfall,AWS Certified,English,Finance
TL05327,8,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Mobile app,Long-Term,Microsoft Teams,Agile,PMP,English,Technology
TL05331,7,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Data Science - Frontend Developer,E-commerce platform,Full-Time,Zoom,Agile,,English,Finance
TL05332,10,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development - Web Development - Data Engineer,Cloud infrastructure,Full-Time,Microsoft Teams,Agile,,Korean,Education
TL05336,14,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development - Web Development - Data Engineer,E-commerce platform,Full-Time,Slack,Waterfall,,English,Finance
TL05337,12,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Web Development - Web Development - Data Engineer,Mobile app,Short-Term,Microsoft Teams,Agile,PMP,English,Healthcare
TL05340,6,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Open Source Contribution,Part-Time,Microsoft Teams,Waterfall,AWS Certified,Korean,Healthcare
TL05342,10,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development - Web Development - Data Engineer,Open Source Contribution,Full-Time,Slack,Waterfall,,English,Healthcare
TL05344,11,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development - Web Development - Data Engineer,Mobile app,Freelancer,Slack,Agile,AWS Certified,Korean,Finance
TL05345,13,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Mobile app,Full-Time,Zoom,Waterfall,PMP,English,Education
TL05346,3,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development - Web Development - Data Engineer,Company Project,Full-Time,Slack,Waterfall,,English,Technology
TL05347,14,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Mobile app,Full-Time,Slack,Agile,,English,Healthcare
TL05352,14,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development - Web Development - Data Engineer,Cloud infrastructure,Long-Term,Microsoft Teams,Agile,PMP,English,Education
TL05354,8,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,E-commerce platform,Freelancer,Slack,Waterfall,AWS Certified,English,Finance
TL05360,9,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,E-commerce platform,Mid-Term,Zoom,Agile,,Korean,Education
TL05361,13,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Company Project,Short-Term,Microsoft Teams,Agile,,English,Healthcare
TL05362,4,"Java, Spring, Node.js, MySQL","Java, MySQL",Data Science - Backend Developer,Company Project,Freelancer,Zoom,Agile,PMP,English,Healthcare
TL05366,12,"Java, Spring, Node.js, MySQL","Java, MySQL",Data Science - Backend Developer,Company Project,Freelancer,Slack,Agile,AWS Certified,English,Finance
TL05371,4,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Cloud infrastructure,Part-Time,Slack,Waterfall,AWS Certified,Korean,Education
TL05375,14,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,E-commerce platform,Part-Time,Zoom,Waterfall,AWS Certified,English,Finance
TL05377,3,"Java, Spring, Node.js, MySQL","Java, MySQL",Web Development - Backend Developer,E-commerce platform,Freelancer,Slack,Agile,AWS Certified,English,Healthcare
TL05378,4,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Data Science - Frontend Developer,E-commerce platform,Part-Time,Microsoft Teams,Waterfall,,English,Finance
TL05384,7,"Java, Spring, Node.js, MySQL","Java, MySQL",Web Development - Backend Developer,E-commerce platform,Short-Term,Slack,Waterfall,AWS Certified,English,Healthcare
TL05387,3,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,E-commerce platform,Full-Time,Microsoft Teams,Agile,AWS Certified,Korean,Education
TL05388,15,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Mobile app,Part-Time,Slack,Waterfall,,Korean,Finance
TL05390,8,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,Cloud infrastructure,Mid-Term,Zoom,Agile,PMP,English,Education
TL05392,7,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Company Project,Freelancer,Zoom,Agile,PMP,English,Finance
TL05393,9,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Company Project,Freelancer,Zoom,Agile,AWS Certified,English,Education
TL05403,6,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,Company Project,Full-Time,Slack,Waterfall,,Korean,Finance
TL05404,7,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Company Project,Short-Term,Zoom,Waterfall,AWS Certified,English,Education
TL05406,15,"Java, Spring, Node.js, MySQL","Java, MySQL",Web Development - Backend Developer,Cloud infrastructure,Freelancer,Microsoft Teams,Waterfall,,English,Education
TL05408,6,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,E-commerce platform,Mid-Term,Slack,Waterfall,AWS Certified,English,Healthcare
TL05409,15,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,Company Project,Freelancer,Microsoft Teams,Agile,AWS Certified,English,Education
TL05410,13,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,Company Project,Mid-Term,Microsoft Teams,Waterfall,AWS Certified,English,Technology
TL05413,10,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,Cloud infrastructure,Part-Time,Microsoft Teams,Waterfall,,English,Finance
TL05414,3,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,E-commerce platform,Long-Term,Slack,Agile,PMP,Korean,Technology
TL05415,11,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,E-commerce platform,Full-Time,Slack,Agile,AWS Certified,English,Technology
TL05416,4,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Mobile app,Short-Term,Microsoft Teams,Waterfall,,English,Finance
TL05419,6,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Company Project,Part-Time,Microsoft Teams,Agile,,English,Education
TL05421,1,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Open Source Contribution,Part-Time,Slack,Waterfall,PMP,English,Finance
TL05424,11,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Open Source Contribution,Short-Term,Microsoft Teams,Waterfall,,English,Technology
